id,path,target
SOI (224),./data/SOI/SOI (224).png,3
CWI (186),./data/CWI/CWI (186).png,1
CWI (509),./data/CWI/CWI (509).png,1
MCWI (371),./data/MCWI/MCWI (371).png,2
CI (320),./data/CI/CI (320).png,0
SOI (235),./data/SOI/SOI (235).png,3
CI (405),./data/CI/CI (405).png,0
SOI (281),./data/SOI/SOI (281).png,3
CI (1157),./data/CI/CI (1157).png,0
SOI (188),./data/SOI/SOI (188).png,3
MCWI (165),./data/MCWI/MCWI (165).png,2
CI (201),./data/CI/CI (201).png,0
CWI (309),./data/CWI/CWI (309).png,1
MCWI (1015),./data/MCWI/MCWI (1015).png,2
CWI (636),./data/CWI/CWI (636).png,1
MCWI (531),./data/MCWI/MCWI (531).png,2
MCWI (462),./data/MCWI/MCWI (462).png,2
CWI (707),./data/CWI/CWI (707).png,1
SOI (397),./data/SOI/SOI (397).png,3
MCWI (1145),./data/MCWI/MCWI (1145).png,2
CI (224),./data/CI/CI (224).png,0
SOI (69),./data/SOI/SOI (69).png,3
CI (53),./data/CI/CI (53).png,0
CWI (274),./data/CWI/CWI (274).png,1
SOI (442),./data/SOI/SOI (442).png,3
MCWI (552),./data/MCWI/MCWI (552).png,2
CI (642),./data/CI/CI (642).png,0
MCWI (216),./data/MCWI/MCWI (216).png,2
CI (432),./data/CI/CI (432).png,0
MCWI (598),./data/MCWI/MCWI (598).png,2
MCWI (884),./data/MCWI/MCWI (884).png,2
SOI (1128),./data/SOI/SOI (1128).png,3
CI (1018),./data/CI/CI (1018).png,0
CI (836),./data/CI/CI (836).png,0
SOI (237),./data/SOI/SOI (237).png,3
CWI (1043),./data/CWI/CWI (1043).png,1
CI (456),./data/CI/CI (456).png,0
CWI (525),./data/CWI/CWI (525).png,1
SOI (564),./data/SOI/SOI (564).png,3
SOI (658),./data/SOI/SOI (658).png,3
CWI (1068),./data/CWI/CWI (1068).png,1
MCWI (1086),./data/MCWI/MCWI (1086).png,2
MCWI (470),./data/MCWI/MCWI (470).png,2
CWI (641),./data/CWI/CWI (641).png,1
CWI (271),./data/CWI/CWI (271).png,1
SOI (30),./data/SOI/SOI (30).png,3
SOI (191),./data/SOI/SOI (191).png,3
CWI (1014),./data/CWI/CWI (1014).png,1
CI (673),./data/CI/CI (673).png,0
CWI (856),./data/CWI/CWI (856).png,1
CI (831),./data/CI/CI (831).png,0
MCWI (1094),./data/MCWI/MCWI (1094).png,2
CWI (662),./data/CWI/CWI (662).png,1
SOI (391),./data/SOI/SOI (391).png,3
SOI (644),./data/SOI/SOI (644).png,3
MCWI (295),./data/MCWI/MCWI (295).png,2
CWI (677),./data/CWI/CWI (677).png,1
CI (414),./data/CI/CI (414).png,0
CI (1130),./data/CI/CI (1130).png,0
MCWI (1187),./data/MCWI/MCWI (1187).png,2
CWI (396),./data/CWI/CWI (396).png,1
SOI (1158),./data/SOI/SOI (1158).png,3
CI (511),./data/CI/CI (511).png,0
SOI (520),./data/SOI/SOI (520).png,3
CI (72),./data/CI/CI (72).png,0
CWI (192),./data/CWI/CWI (192).png,1
CWI (782),./data/CWI/CWI (782).png,1
CWI (322),./data/CWI/CWI (322).png,1
CWI (821),./data/CWI/CWI (821).png,1
CWI (1085),./data/CWI/CWI (1085).png,1
CI (145),./data/CI/CI (145).png,0
MCWI (846),./data/MCWI/MCWI (846).png,2
SOI (883),./data/SOI/SOI (883).png,3
MCWI (889),./data/MCWI/MCWI (889).png,2
MCWI (211),./data/MCWI/MCWI (211).png,2
CI (505),./data/CI/CI (505).png,0
CWI (920),./data/CWI/CWI (920).png,1
SOI (1101),./data/SOI/SOI (1101).png,3
MCWI (1183),./data/MCWI/MCWI (1183).png,2
MCWI (1193),./data/MCWI/MCWI (1193).png,2
SOI (947),./data/SOI/SOI (947).png,3
SOI (331),./data/SOI/SOI (331).png,3
CWI (140),./data/CWI/CWI (140).png,1
MCWI (260),./data/MCWI/MCWI (260).png,2
CWI (601),./data/CWI/CWI (601).png,1
CWI (139),./data/CWI/CWI (139).png,1
SOI (416),./data/SOI/SOI (416).png,3
CWI (899),./data/CWI/CWI (899).png,1
MCWI (923),./data/MCWI/MCWI (923).png,2
MCWI (561),./data/MCWI/MCWI (561).png,2
MCWI (1009),./data/MCWI/MCWI (1009).png,2
MCWI (430),./data/MCWI/MCWI (430).png,2
CI (435),./data/CI/CI (435).png,0
CI (766),./data/CI/CI (766).png,0
SOI (100),./data/SOI/SOI (100).png,3
CI (464),./data/CI/CI (464).png,0
CI (1191),./data/CI/CI (1191).png,0
SOI (745),./data/SOI/SOI (745).png,3
MCWI (412),./data/MCWI/MCWI (412).png,2
CI (855),./data/CI/CI (855).png,0
MCWI (1088),./data/MCWI/MCWI (1088).png,2
MCWI (849),./data/MCWI/MCWI (849).png,2
CI (268),./data/CI/CI (268).png,0
MCWI (1197),./data/MCWI/MCWI (1197).png,2
CI (1093),./data/CI/CI (1093).png,0
MCWI (59),./data/MCWI/MCWI (59).png,2
CWI (404),./data/CWI/CWI (404).png,1
CWI (1094),./data/CWI/CWI (1094).png,1
SOI (622),./data/SOI/SOI (622).png,3
SOI (891),./data/SOI/SOI (891).png,3
MCWI (338),./data/MCWI/MCWI (338).png,2
CI (903),./data/CI/CI (903).png,0
SOI (398),./data/SOI/SOI (398).png,3
MCWI (1054),./data/MCWI/MCWI (1054).png,2
MCWI (308),./data/MCWI/MCWI (308).png,2
SOI (167),./data/SOI/SOI (167).png,3
MCWI (476),./data/MCWI/MCWI (476).png,2
CWI (835),./data/CWI/CWI (835).png,1
CWI (643),./data/CWI/CWI (643).png,1
MCWI (378),./data/MCWI/MCWI (378).png,2
SOI (700),./data/SOI/SOI (700).png,3
CWI (453),./data/CWI/CWI (453).png,1
CI (848),./data/CI/CI (848).png,0
CI (215),./data/CI/CI (215).png,0
CI (520),./data/CI/CI (520).png,0
CI (606),./data/CI/CI (606).png,0
SOI (498),./data/SOI/SOI (498).png,3
MCWI (484),./data/MCWI/MCWI (484).png,2
CI (161),./data/CI/CI (161).png,0
CI (383),./data/CI/CI (383).png,0
SOI (948),./data/SOI/SOI (948).png,3
SOI (202),./data/SOI/SOI (202).png,3
MCWI (334),./data/MCWI/MCWI (334).png,2
SOI (869),./data/SOI/SOI (869).png,3
SOI (253),./data/SOI/SOI (253).png,3
MCWI (521),./data/MCWI/MCWI (521).png,2
CWI (896),./data/CWI/CWI (896).png,1
CWI (442),./data/CWI/CWI (442).png,1
MCWI (710),./data/MCWI/MCWI (710).png,2
MCWI (1161),./data/MCWI/MCWI (1161).png,2
MCWI (204),./data/MCWI/MCWI (204).png,2
MCWI (640),./data/MCWI/MCWI (640).png,2
CWI (788),./data/CWI/CWI (788).png,1
CWI (181),./data/CWI/CWI (181).png,1
CI (839),./data/CI/CI (839).png,0
CI (466),./data/CI/CI (466).png,0
CI (345),./data/CI/CI (345).png,0
MCWI (100),./data/MCWI/MCWI (100).png,2
CWI (874),./data/CWI/CWI (874).png,1
CI (122),./data/CI/CI (122).png,0
SOI (717),./data/SOI/SOI (717).png,3
SOI (1200),./data/SOI/SOI (1200).png,3
CWI (1093),./data/CWI/CWI (1093).png,1
CI (1058),./data/CI/CI (1058).png,0
CI (955),./data/CI/CI (955).png,0
CWI (753),./data/CWI/CWI (753).png,1
SOI (545),./data/SOI/SOI (545).png,3
SOI (694),./data/SOI/SOI (694).png,3
SOI (618),./data/SOI/SOI (618).png,3
CI (971),./data/CI/CI (971).png,0
CI (254),./data/CI/CI (254).png,0
MCWI (900),./data/MCWI/MCWI (900).png,2
CI (1083),./data/CI/CI (1083).png,0
CWI (279),./data/CWI/CWI (279).png,1
SOI (650),./data/SOI/SOI (650).png,3
SOI (335),./data/SOI/SOI (335).png,3
CI (439),./data/CI/CI (439).png,0
CWI (330),./data/CWI/CWI (330).png,1
SOI (1115),./data/SOI/SOI (1115).png,3
CWI (1194),./data/CWI/CWI (1194).png,1
CWI (76),./data/CWI/CWI (76).png,1
CI (40),./data/CI/CI (40).png,0
MCWI (627),./data/MCWI/MCWI (627).png,2
SOI (1181),./data/SOI/SOI (1181).png,3
MCWI (965),./data/MCWI/MCWI (965).png,2
CWI (320),./data/CWI/CWI (320).png,1
CI (712),./data/CI/CI (712).png,0
MCWI (145),./data/MCWI/MCWI (145).png,2
MCWI (870),./data/MCWI/MCWI (870).png,2
SOI (917),./data/SOI/SOI (917).png,3
MCWI (1029),./data/MCWI/MCWI (1029).png,2
CWI (1056),./data/CWI/CWI (1056).png,1
CI (485),./data/CI/CI (485).png,0
SOI (989),./data/SOI/SOI (989).png,3
CI (148),./data/CI/CI (148).png,0
CWI (965),./data/CWI/CWI (965).png,1
MCWI (738),./data/MCWI/MCWI (738).png,2
MCWI (16),./data/MCWI/MCWI (16).png,2
CWI (126),./data/CWI/CWI (126).png,1
MCWI (566),./data/MCWI/MCWI (566).png,2
CI (1189),./data/CI/CI (1189).png,0
MCWI (83),./data/MCWI/MCWI (83).png,2
CI (554),./data/CI/CI (554).png,0
MCWI (857),./data/MCWI/MCWI (857).png,2
MCWI (422),./data/MCWI/MCWI (422).png,2
CI (1139),./data/CI/CI (1139).png,0
CI (46),./data/CI/CI (46).png,0
MCWI (351),./data/MCWI/MCWI (351).png,2
MCWI (609),./data/MCWI/MCWI (609).png,2
SOI (17),./data/SOI/SOI (17).png,3
SOI (737),./data/SOI/SOI (737).png,3
SOI (704),./data/SOI/SOI (704).png,3
MCWI (362),./data/MCWI/MCWI (362).png,2
CI (1030),./data/CI/CI (1030).png,0
MCWI (241),./data/MCWI/MCWI (241).png,2
SOI (169),./data/SOI/SOI (169).png,3
CWI (744),./data/CWI/CWI (744).png,1
MCWI (707),./data/MCWI/MCWI (707).png,2
CWI (436),./data/CWI/CWI (436).png,1
MCWI (655),./data/MCWI/MCWI (655).png,2
SOI (189),./data/SOI/SOI (189).png,3
SOI (592),./data/SOI/SOI (592).png,3
MCWI (431),./data/MCWI/MCWI (431).png,2
SOI (744),./data/SOI/SOI (744).png,3
SOI (610),./data/SOI/SOI (610).png,3
SOI (205),./data/SOI/SOI (205).png,3
MCWI (459),./data/MCWI/MCWI (459).png,2
CWI (531),./data/CWI/CWI (531).png,1
MCWI (139),./data/MCWI/MCWI (139).png,2
MCWI (450),./data/MCWI/MCWI (450).png,2
SOI (611),./data/SOI/SOI (611).png,3
SOI (750),./data/SOI/SOI (750).png,3
CI (1107),./data/CI/CI (1107).png,0
CWI (332),./data/CWI/CWI (332).png,1
SOI (1095),./data/SOI/SOI (1095).png,3
CI (418),./data/CI/CI (418).png,0
MCWI (8),./data/MCWI/MCWI (8).png,2
CI (371),./data/CI/CI (371).png,0
CI (265),./data/CI/CI (265).png,0
MCWI (983),./data/MCWI/MCWI (983).png,2
CWI (498),./data/CWI/CWI (498).png,1
MCWI (398),./data/MCWI/MCWI (398).png,2
SOI (742),./data/SOI/SOI (742).png,3
SOI (1093),./data/SOI/SOI (1093).png,3
CI (73),./data/CI/CI (73).png,0
MCWI (421),./data/MCWI/MCWI (421).png,2
MCWI (24),./data/MCWI/MCWI (24).png,2
CI (279),./data/CI/CI (279).png,0
SOI (350),./data/SOI/SOI (350).png,3
CI (560),./data/CI/CI (560).png,0
CWI (28),./data/CWI/CWI (28).png,1
CWI (549),./data/CWI/CWI (549).png,1
CI (599),./data/CI/CI (599).png,0
CI (454),./data/CI/CI (454).png,0
MCWI (726),./data/MCWI/MCWI (726).png,2
SOI (780),./data/SOI/SOI (780).png,3
CI (530),./data/CI/CI (530).png,0
CWI (862),./data/CWI/CWI (862).png,1
MCWI (739),./data/MCWI/MCWI (739).png,2
SOI (222),./data/SOI/SOI (222).png,3
SOI (492),./data/SOI/SOI (492).png,3
CWI (526),./data/CWI/CWI (526).png,1
CI (95),./data/CI/CI (95).png,0
SOI (140),./data/SOI/SOI (140).png,3
CI (1192),./data/CI/CI (1192).png,0
CWI (655),./data/CWI/CWI (655).png,1
MCWI (36),./data/MCWI/MCWI (36).png,2
CWI (570),./data/CWI/CWI (570).png,1
CWI (802),./data/CWI/CWI (802).png,1
MCWI (871),./data/MCWI/MCWI (871).png,2
SOI (663),./data/SOI/SOI (663).png,3
CWI (911),./data/CWI/CWI (911).png,1
CI (347),./data/CI/CI (347).png,0
CWI (33),./data/CWI/CWI (33).png,1
CI (1183),./data/CI/CI (1183).png,0
CI (865),./data/CI/CI (865).png,0
SOI (382),./data/SOI/SOI (382).png,3
SOI (1022),./data/SOI/SOI (1022).png,3
MCWI (26),./data/MCWI/MCWI (26).png,2
CWI (488),./data/CWI/CWI (488).png,1
CI (402),./data/CI/CI (402).png,0
CI (1036),./data/CI/CI (1036).png,0
CWI (371),./data/CWI/CWI (371).png,1
SOI (661),./data/SOI/SOI (661).png,3
MCWI (530),./data/MCWI/MCWI (530).png,2
CWI (901),./data/CWI/CWI (901).png,1
SOI (377),./data/SOI/SOI (377).png,3
CI (387),./data/CI/CI (387).png,0
CI (143),./data/CI/CI (143).png,0
CI (574),./data/CI/CI (574).png,0
MCWI (396),./data/MCWI/MCWI (396).png,2
CI (43),./data/CI/CI (43).png,0
CWI (646),./data/CWI/CWI (646).png,1
SOI (574),./data/SOI/SOI (574).png,3
SOI (95),./data/SOI/SOI (95).png,3
SOI (1144),./data/SOI/SOI (1144).png,3
CWI (293),./data/CWI/CWI (293).png,1
CWI (367),./data/CWI/CWI (367).png,1
CI (62),./data/CI/CI (62).png,0
CWI (401),./data/CWI/CWI (401).png,1
SOI (980),./data/SOI/SOI (980).png,3
CWI (950),./data/CWI/CWI (950).png,1
MCWI (345),./data/MCWI/MCWI (345).png,2
MCWI (370),./data/MCWI/MCWI (370).png,2
CI (754),./data/CI/CI (754).png,0
CI (29),./data/CI/CI (29).png,0
CI (37),./data/CI/CI (37).png,0
CWI (10),./data/CWI/CWI (10).png,1
SOI (813),./data/SOI/SOI (813).png,3
CI (708),./data/CI/CI (708).png,0
MCWI (382),./data/MCWI/MCWI (382).png,2
MCWI (348),./data/MCWI/MCWI (348).png,2
SOI (358),./data/SOI/SOI (358).png,3
SOI (532),./data/SOI/SOI (532).png,3
CWI (539),./data/CWI/CWI (539).png,1
MCWI (830),./data/MCWI/MCWI (830).png,2
CWI (3),./data/CWI/CWI (3).png,1
CWI (1091),./data/CWI/CWI (1091).png,1
SOI (195),./data/SOI/SOI (195).png,3
MCWI (737),./data/MCWI/MCWI (737).png,2
CWI (1100),./data/CWI/CWI (1100).png,1
MCWI (1194),./data/MCWI/MCWI (1194).png,2
SOI (563),./data/SOI/SOI (563).png,3
SOI (680),./data/SOI/SOI (680).png,3
SOI (108),./data/SOI/SOI (108).png,3
CI (1149),./data/CI/CI (1149).png,0
CI (829),./data/CI/CI (829).png,0
CWI (1175),./data/CWI/CWI (1175).png,1
CI (692),./data/CI/CI (692).png,0
MCWI (1010),./data/MCWI/MCWI (1010).png,2
CWI (644),./data/CWI/CWI (644).png,1
MCWI (68),./data/MCWI/MCWI (68).png,2
CI (266),./data/CI/CI (266).png,0
MCWI (111),./data/MCWI/MCWI (111).png,2
CI (199),./data/CI/CI (199).png,0
MCWI (719),./data/MCWI/MCWI (719).png,2
CWI (441),./data/CWI/CWI (441).png,1
MCWI (1115),./data/MCWI/MCWI (1115).png,2
SOI (23),./data/SOI/SOI (23).png,3
SOI (909),./data/SOI/SOI (909).png,3
CWI (511),./data/CWI/CWI (511).png,1
CI (540),./data/CI/CI (540).png,0
MCWI (559),./data/MCWI/MCWI (559).png,2
CI (973),./data/CI/CI (973).png,0
CWI (411),./data/CWI/CWI (411).png,1
CI (503),./data/CI/CI (503).png,0
MCWI (155),./data/MCWI/MCWI (155).png,2
SOI (396),./data/SOI/SOI (396).png,3
MCWI (72),./data/MCWI/MCWI (72).png,2
SOI (411),./data/SOI/SOI (411).png,3
CI (579),./data/CI/CI (579).png,0
CWI (1045),./data/CWI/CWI (1045).png,1
SOI (968),./data/SOI/SOI (968).png,3
SOI (922),./data/SOI/SOI (922).png,3
MCWI (1100),./data/MCWI/MCWI (1100).png,2
CI (475),./data/CI/CI (475).png,0
MCWI (1078),./data/MCWI/MCWI (1078).png,2
CI (706),./data/CI/CI (706).png,0
MCWI (471),./data/MCWI/MCWI (471).png,2
SOI (552),./data/SOI/SOI (552).png,3
SOI (112),./data/SOI/SOI (112).png,3
MCWI (311),./data/MCWI/MCWI (311).png,2
MCWI (1141),./data/MCWI/MCWI (1141).png,2
CWI (1078),./data/CWI/CWI (1078).png,1
SOI (590),./data/SOI/SOI (590).png,3
CI (1014),./data/CI/CI (1014).png,0
SOI (430),./data/SOI/SOI (430).png,3
MCWI (144),./data/MCWI/MCWI (144).png,2
SOI (283),./data/SOI/SOI (283).png,3
SOI (715),./data/SOI/SOI (715).png,3
CI (628),./data/CI/CI (628).png,0
SOI (738),./data/SOI/SOI (738).png,3
SOI (1196),./data/SOI/SOI (1196).png,3
SOI (333),./data/SOI/SOI (333).png,3
MCWI (698),./data/MCWI/MCWI (698).png,2
CWI (603),./data/CWI/CWI (603).png,1
CWI (619),./data/CWI/CWI (619).png,1
MCWI (782),./data/MCWI/MCWI (782).png,2
CWI (219),./data/CWI/CWI (219).png,1
SOI (802),./data/SOI/SOI (802).png,3
CWI (399),./data/CWI/CWI (399).png,1
CI (486),./data/CI/CI (486).png,0
CWI (593),./data/CWI/CWI (593).png,1
CWI (71),./data/CWI/CWI (71).png,1
CI (180),./data/CI/CI (180).png,0
CWI (327),./data/CWI/CWI (327).png,1
MCWI (347),./data/MCWI/MCWI (347).png,2
CWI (720),./data/CWI/CWI (720).png,1
CI (1141),./data/CI/CI (1141).png,0
SOI (911),./data/SOI/SOI (911).png,3
MCWI (433),./data/MCWI/MCWI (433).png,2
CWI (286),./data/CWI/CWI (286).png,1
MCWI (310),./data/MCWI/MCWI (310).png,2
SOI (200),./data/SOI/SOI (200).png,3
CI (852),./data/CI/CI (852).png,0
CI (764),./data/CI/CI (764).png,0
CWI (489),./data/CWI/CWI (489).png,1
CWI (133),./data/CWI/CWI (133).png,1
MCWI (969),./data/MCWI/MCWI (969).png,2
MCWI (822),./data/MCWI/MCWI (822).png,2
SOI (405),./data/SOI/SOI (405).png,3
CWI (1199),./data/CWI/CWI (1199).png,1
CWI (945),./data/CWI/CWI (945).png,1
SOI (986),./data/SOI/SOI (986).png,3
SOI (6),./data/SOI/SOI (6).png,3
CWI (992),./data/CWI/CWI (992).png,1
CWI (783),./data/CWI/CWI (783).png,1
MCWI (89),./data/MCWI/MCWI (89).png,2
MCWI (943),./data/MCWI/MCWI (943).png,2
SOI (257),./data/SOI/SOI (257).png,3
MCWI (237),./data/MCWI/MCWI (237).png,2
SOI (1030),./data/SOI/SOI (1030).png,3
CWI (336),./data/CWI/CWI (336).png,1
MCWI (975),./data/MCWI/MCWI (975).png,2
CI (1044),./data/CI/CI (1044).png,0
SOI (209),./data/SOI/SOI (209).png,3
MCWI (532),./data/MCWI/MCWI (532).png,2
MCWI (665),./data/MCWI/MCWI (665).png,2
MCWI (473),./data/MCWI/MCWI (473).png,2
MCWI (604),./data/MCWI/MCWI (604).png,2
CI (1087),./data/CI/CI (1087).png,0
CI (601),./data/CI/CI (601).png,0
CWI (1092),./data/CWI/CWI (1092).png,1
SOI (828),./data/SOI/SOI (828).png,3
CWI (211),./data/CWI/CWI (211).png,1
MCWI (236),./data/MCWI/MCWI (236).png,2
CWI (907),./data/CWI/CWI (907).png,1
MCWI (21),./data/MCWI/MCWI (21).png,2
CI (372),./data/CI/CI (372).png,0
CWI (739),./data/CWI/CWI (739).png,1
MCWI (605),./data/MCWI/MCWI (605).png,2
CWI (122),./data/CWI/CWI (122).png,1
SOI (617),./data/SOI/SOI (617).png,3
SOI (533),./data/SOI/SOI (533).png,3
CWI (777),./data/CWI/CWI (777).png,1
CI (399),./data/CI/CI (399).png,0
SOI (378),./data/SOI/SOI (378).png,3
MCWI (984),./data/MCWI/MCWI (984).png,2
SOI (876),./data/SOI/SOI (876).png,3
CI (365),./data/CI/CI (365).png,0
MCWI (400),./data/MCWI/MCWI (400).png,2
CWI (7),./data/CWI/CWI (7).png,1
CWI (597),./data/CWI/CWI (597).png,1
SOI (424),./data/SOI/SOI (424).png,3
CI (193),./data/CI/CI (193).png,0
CWI (289),./data/CWI/CWI (289).png,1
CI (667),./data/CI/CI (667).png,0
CWI (680),./data/CWI/CWI (680).png,1
CWI (659),./data/CWI/CWI (659).png,1
SOI (573),./data/SOI/SOI (573).png,3
SOI (103),./data/SOI/SOI (103).png,3
SOI (549),./data/SOI/SOI (549).png,3
CI (50),./data/CI/CI (50).png,0
MCWI (1150),./data/MCWI/MCWI (1150).png,2
CI (118),./data/CI/CI (118).png,0
MCWI (209),./data/MCWI/MCWI (209).png,2
CI (124),./data/CI/CI (124).png,0
MCWI (961),./data/MCWI/MCWI (961).png,2
MCWI (573),./data/MCWI/MCWI (573).png,2
CWI (187),./data/CWI/CWI (187).png,1
MCWI (705),./data/MCWI/MCWI (705).png,2
CWI (648),./data/CWI/CWI (648).png,1
SOI (1096),./data/SOI/SOI (1096).png,3
CWI (1061),./data/CWI/CWI (1061).png,1
SOI (1015),./data/SOI/SOI (1015).png,3
CI (671),./data/CI/CI (671).png,0
SOI (757),./data/SOI/SOI (757).png,3
CI (624),./data/CI/CI (624).png,0
CI (804),./data/CI/CI (804).png,0
CWI (335),./data/CWI/CWI (335).png,1
CI (498),./data/CI/CI (498).png,0
MCWI (272),./data/MCWI/MCWI (272).png,2
MCWI (390),./data/MCWI/MCWI (390).png,2
SOI (179),./data/SOI/SOI (179).png,3
SOI (201),./data/SOI/SOI (201).png,3
CWI (953),./data/CWI/CWI (953).png,1
CWI (21),./data/CWI/CWI (21).png,1
CI (996),./data/CI/CI (996).png,0
SOI (130),./data/SOI/SOI (130).png,3
CI (1101),./data/CI/CI (1101).png,0
CWI (789),./data/CWI/CWI (789).png,1
CI (210),./data/CI/CI (210).png,0
CWI (977),./data/CWI/CWI (977).png,1
CI (297),./data/CI/CI (297).png,0
CI (139),./data/CI/CI (139).png,0
CWI (1143),./data/CWI/CWI (1143).png,1
SOI (287),./data/SOI/SOI (287).png,3
MCWI (29),./data/MCWI/MCWI (29).png,2
SOI (22),./data/SOI/SOI (22).png,3
MCWI (786),./data/MCWI/MCWI (786).png,2
SOI (589),./data/SOI/SOI (589).png,3
CI (1169),./data/CI/CI (1169).png,0
SOI (481),./data/SOI/SOI (481).png,3
MCWI (460),./data/MCWI/MCWI (460).png,2
CWI (702),./data/CWI/CWI (702).png,1
MCWI (11),./data/MCWI/MCWI (11).png,2
CI (802),./data/CI/CI (802).png,0
CI (465),./data/CI/CI (465).png,0
MCWI (829),./data/MCWI/MCWI (829).png,2
CI (226),./data/CI/CI (226).png,0
CWI (830),./data/CWI/CWI (830).png,1
SOI (1160),./data/SOI/SOI (1160).png,3
CWI (440),./data/CWI/CWI (440).png,1
CI (604),./data/CI/CI (604).png,0
MCWI (468),./data/MCWI/MCWI (468).png,2
SOI (1149),./data/SOI/SOI (1149).png,3
CWI (1170),./data/CWI/CWI (1170).png,1
SOI (961),./data/SOI/SOI (961).png,3
SOI (34),./data/SOI/SOI (34).png,3
SOI (885),./data/SOI/SOI (885).png,3
SOI (995),./data/SOI/SOI (995).png,3
MCWI (316),./data/MCWI/MCWI (316).png,2
MCWI (949),./data/MCWI/MCWI (949).png,2
SOI (453),./data/SOI/SOI (453).png,3
MCWI (836),./data/MCWI/MCWI (836).png,2
CWI (600),./data/CWI/CWI (600).png,1
MCWI (2),./data/MCWI/MCWI (2).png,2
CWI (236),./data/CWI/CWI (236).png,1
SOI (676),./data/SOI/SOI (676).png,3
CWI (675),./data/CWI/CWI (675).png,1
CWI (969),./data/CWI/CWI (969).png,1
CI (165),./data/CI/CI (165).png,0
CI (1123),./data/CI/CI (1123).png,0
SOI (769),./data/SOI/SOI (769).png,3
SOI (178),./data/SOI/SOI (178).png,3
CI (717),./data/CI/CI (717).png,0
CWI (514),./data/CWI/CWI (514).png,1
SOI (296),./data/SOI/SOI (296).png,3
SOI (815),./data/SOI/SOI (815).png,3
MCWI (1030),./data/MCWI/MCWI (1030).png,2
MCWI (940),./data/MCWI/MCWI (940).png,2
CI (213),./data/CI/CI (213).png,0
MCWI (990),./data/MCWI/MCWI (990).png,2
MCWI (194),./data/MCWI/MCWI (194).png,2
CWI (997),./data/CWI/CWI (997).png,1
CWI (612),./data/CWI/CWI (612).png,1
MCWI (1114),./data/MCWI/MCWI (1114).png,2
CWI (469),./data/CWI/CWI (469).png,1
SOI (739),./data/SOI/SOI (739).png,3
CI (590),./data/CI/CI (590).png,0
CWI (410),./data/CWI/CWI (410).png,1
CWI (30),./data/CWI/CWI (30).png,1
MCWI (807),./data/MCWI/MCWI (807).png,2
SOI (582),./data/SOI/SOI (582).png,3
SOI (90),./data/SOI/SOI (90).png,3
MCWI (1163),./data/MCWI/MCWI (1163).png,2
CWI (932),./data/CWI/CWI (932).png,1
SOI (46),./data/SOI/SOI (46).png,3
MCWI (864),./data/MCWI/MCWI (864).png,2
CI (640),./data/CI/CI (640).png,0
MCWI (343),./data/MCWI/MCWI (343).png,2
MCWI (120),./data/MCWI/MCWI (120).png,2
CI (729),./data/CI/CI (729).png,0
CWI (198),./data/CWI/CWI (198).png,1
CI (900),./data/CI/CI (900).png,0
CWI (1113),./data/CWI/CWI (1113).png,1
SOI (1112),./data/SOI/SOI (1112).png,3
CI (24),./data/CI/CI (24).png,0
CWI (238),./data/CWI/CWI (238).png,1
SOI (371),./data/SOI/SOI (371).png,3
MCWI (437),./data/MCWI/MCWI (437).png,2
MCWI (395),./data/MCWI/MCWI (395).png,2
CI (654),./data/CI/CI (654).png,0
MCWI (997),./data/MCWI/MCWI (997).png,2
SOI (366),./data/SOI/SOI (366).png,3
CI (1056),./data/CI/CI (1056).png,0
CWI (474),./data/CWI/CWI (474).png,1
CWI (940),./data/CWI/CWI (940).png,1
SOI (1153),./data/SOI/SOI (1153).png,3
MCWI (1045),./data/MCWI/MCWI (1045).png,2
CI (1111),./data/CI/CI (1111).png,0
CI (417),./data/CI/CI (417).png,0
CI (26),./data/CI/CI (26).png,0
SOI (669),./data/SOI/SOI (669).png,3
CWI (104),./data/CWI/CWI (104).png,1
CI (854),./data/CI/CI (854).png,0
CWI (340),./data/CWI/CWI (340).png,1
MCWI (935),./data/MCWI/MCWI (935).png,2
SOI (983),./data/SOI/SOI (983).png,3
MCWI (888),./data/MCWI/MCWI (888).png,2
MCWI (1024),./data/MCWI/MCWI (1024).png,2
SOI (190),./data/SOI/SOI (190).png,3
SOI (402),./data/SOI/SOI (402).png,3
CWI (1084),./data/CWI/CWI (1084).png,1
CWI (255),./data/CWI/CWI (255).png,1
CI (227),./data/CI/CI (227).png,0
SOI (194),./data/SOI/SOI (194).png,3
CI (1140),./data/CI/CI (1140).png,0
MCWI (341),./data/MCWI/MCWI (341).png,2
CWI (553),./data/CWI/CWI (553).png,1
MCWI (140),./data/MCWI/MCWI (140).png,2
MCWI (268),./data/MCWI/MCWI (268).png,2
MCWI (411),./data/MCWI/MCWI (411).png,2
CWI (916),./data/CWI/CWI (916).png,1
CI (363),./data/CI/CI (363).png,0
MCWI (1099),./data/MCWI/MCWI (1099).png,2
SOI (154),./data/SOI/SOI (154).png,3
MCWI (927),./data/MCWI/MCWI (927).png,2
MCWI (708),./data/MCWI/MCWI (708).png,2
SOI (80),./data/SOI/SOI (80).png,3
CI (158),./data/CI/CI (158).png,0
MCWI (97),./data/MCWI/MCWI (97).png,2
CWI (415),./data/CWI/CWI (415).png,1
SOI (743),./data/SOI/SOI (743).png,3
CI (845),./data/CI/CI (845).png,0
CWI (1041),./data/CWI/CWI (1041).png,1
CWI (75),./data/CWI/CWI (75).png,1
CI (358),./data/CI/CI (358).png,0
